"SN","Train_No","Station_Code","1A","2A","3A","SL","Station_Name","Route_Number","Arrival_time","Departure_Time","Distance"
"32","11272","SRID","2825","2280","1735","1190","SRIDHAM","1","07:23:00","07:25:00","545"
"33","11272","KKB","2905","2344","1783","1222","KARAKBEL","1","07:38:00","07:40:00","561"
"34","11272","BELD","2925","2360","1795","1230","BELKHEDA","1","07:48:00","07:50:00","565"
"35","11272","NU","2980","2404","1828","1252","NARSINGHPUR","1","08:08:00","08:10:00","576"
"36","11272","KY","3060","2468","1876","1284","KARELI","1","08:23:00","08:25:00","592"
"37","11272","BNE","3140","2532","1924","1316","BOHANI","1","08:38:00","08:40:00","608"
"38","11272","GAR","3200","2580","1960","1340","GADARWARA","1","08:50:00","08:52:00","620"
"39","11272","SCKR","3270","2636","2002","1368","SALICHAUKA","1","09:03:00","09:05:00","634"
"40","11272","BKH","3355","2704","2053","1402","BANKHEDI","1","09:18:00","09:20:00","651"
"41","11272","PPI","3450","2780","2110","1440","PIPARIYA","1","09:38:00","09:40:00","670"
"42","11272","SGP","3540","2852","2164","1476","SOHAGPUR","1","09:53:00","09:55:00","688"
"43","11272","GMD","3590","2892","2194","1496","GURAMKHEDI","1","10:08:00","10:10:00","698"
"44","11272","BGTA","3655","2944","2233","1522","BAGRATAWA","1","10:28:00","10:30:00","711"
"45","11272","SQL","3690","2972","2254","1536","SONTALAI","1","10:58:00","11:00:00","718"
"46","11272","GRO","3735","3008","2281","1554","GURRA","1","11:48:00","11:50:00","727"
"47","11272","ET","3785","3048","2311","1574","ITARSI","1","12:10:00","12:10:00","737"
"1","11301","CSMT","100","100","100","100","CST-MUMBAI","1","08:10:00","08:10:00","0"
"2","11301","DR","140","132","124","116","DADAR","1","08:22:00","08:25:00","8"
"3","11301","KYN","365","312","259","206","KALYAN JN","1","09:02:00","09:05:00","53"
"4","11301","LNL","735","608","481","354","LONAVLA","1","10:32:00","10:35:00","127"
"5","11301","PUNE","1055","864","673","482","PUNE JN.","1","11:40:00","11:45:00","191"
"6","11301","URI","1195","976","757","538","URULI","1","12:14:00","12:15:00","219"
"7","11301","DD","1445","1176","907","638","DAUND JN.","1","13:00:00","13:10:00","269"
"8","11301","KWV","1990","1612","1234","856","KURDUVADI JN","1","14:58:00","15:00:00","378"
"9","11301","SUR","2380","1924","1468","1012","SOLAPUR","1","16:05:00","16:15:00","456"
"10","11301","AKOR","2560","2068","1576","1084","AKALKOT ROAD","1","16:48:00","16:50:00","492"
"11","11301","DUD","2700","2180","1660","1140","DUDHANI","1","17:13:00","17:15:00","520"
"12","11301","GUR","2815","2272","1729","1186","GANGAPUR ROA","1","17:43:00","17:45:00","543"
"13","11301","GR","2945","2376","1807","1238","GULBARGA","1","18:39:00","18:44:00","569"
"14","11301","SDB","3080","2484","1888","1292","SHAHABAD","1","19:08:00","19:10:00","596"
"15","11301","WADI","3130","2524","1918","1312","WADI JN.","1","19:40:00","19:45:00","606"
"16","11301","NW","3195","2576","1957","1338","NALWAR","1","19:58:00","20:00:00","619"
"17","11301","YG","3325","2680","2035","1390","YADGIR","1","20:19:00","20:20:00","645"
"18","11301","SADP","3440","2772","2104","1436","SAIDAPUR","1","20:44:00","20:45:00","668"
"19","11301","KSN","3540","2852","2164","1476","KRISHNA","1","21:14:00","21:15:00","688"
"20","11301","RC","3670","2956","2242","1528","RAICHUR","1","21:43:00","21:45:00","714"
"21","11301","MALM","3810","3068","2326","1584","MANTHRALAYAM","1","22:09:00","22:10:00","742"
"22","11301","AD","4015","3232","2449","1666","ADONI","1","22:49:00","22:50:00","783"
"23","11301","GTL","4270","3436","2602","1768","GUNTAKAL JN.","1","23:40:00","23:45:00","834"
"24","11301","GY","4415","3552","2689","1826","GOOTY JN.","1","00:14:00","00:15:00","863"
"25","11301","ATP","4700","3780","2860","1940","ANANTAPUR","1","02:38:00","02:40:00","920"
"26","11301","DMM","4865","3912","2959","2006","DHARMAVARAM","1","04:10:00","04:15:00","953"
"27","11301","SSPN","5030","4044","3058","2072","SRI SATYA SA","1","04:43:00","04:45:00","986"
"28","11301","PKD","5130","4124","3118","2112","PENU KONDA","1","05:08:00","05:09:00","1006"
"29","11301","HUP","5320","4276","3232","2188","HINDUPUR","1","05:43:00","05:45:00","1044"
"30","11301","GBD","5435","4368","3301","2234","GAURIBIDANUR","1","06:18:00","06:20:00","1067"
"31","11301","DBU","5630","4524","3418","2312","DODBALLAPUR","1","07:01:00","07:02:00","1106"
"32","11301","YNK","5735","4608","3481","2354","YELAHANKA JN","1","07:24:00","07:25:00","1127"
"33","11301","BNCE","5835","4688","3541","2394","BANGALORE EA","1","07:59:00","08:00:00","1147"
"34","11301","BNC","5850","4700","3550","2400","BANGALORE CA","1","08:10:00","08:15:00","1150"
"35","11301","SBC","5870","4716","3562","2408","KRANTIVIRA S","1","08:50:00","08:50:00","1154"
"1","11302","SBC","100","100","100","100","KRANTIVIRA S","1","00:00:00","20:45:00","0"
"2","11302","BNC","120","116","112","108","BANGALORE CA","1","20:55:00","20:57:00","4"
"3","11302","YNK","230","204","178","152","YELAHANKA JN","1","21:18:00","21:20:00","26"
"4","11302","DBU","335","288","241","194","DODBALLAPUR","1","21:39:00","21:40:00","47"
"5","11302","GBD","530","444","358","272","GAURIBIDANUR","1","22:14:00","22:15:00","86"
"6","11302","HUP","650","540","430","320","HINDUPUR","1","22:34:00","22:35:00","110"
"7","11302","PKD","835","688","541","394","PENU KONDA","1","22:59:00","23:00:00","147"
"8","11302","SSPN","935","768","601","434","SRI SATYA SA","1","23:19:00","23:20:00","167"
"9","11302","DMM","1100","900","700","500","DHARMAVARAM","1","00:20:00","00:25:00","200"
"10","11302","ATP","1270","1036","802","568","ANANTAPUR","1","01:09:00","01:10:00","234"
"11","11302","GY","1550","1260","970","680","GOOTY JN.","1","02:19:00","02:20:00","290"
"12","11302","GTL","1695","1376","1057","738","GUNTAKAL JN.","1","02:50:00","02:55:00","319"
"13","11302","AD","1955","1584","1213","842","ADONI","1","03:39:00","03:40:00","371"
"14","11302","MALM","2160","1748","1336","924","MANTHRALAYAM","1","04:18:00","04:20:00","412"
"15","11302","RC","2300","1860","1420","980","RAICHUR","1","05:08:00","05:10:00","440"
"16","11302","KSN","2425","1960","1495","1030","KRISHNA","1","05:39:00","05:40:00","465"
"17","11302","SADP","2525","2040","1555","1070","SAIDAPUR","1","05:58:00","06:00:00","485"
"18","11302","YG","2640","2132","1624","1116","YADGIR","1","06:28:00","06:30:00","508"
"19","11302","NW","2770","2236","1702","1168","NALWAR","1","06:59:00","07:00:00","534"
"20","11302","WADI","2835","2288","1741","1194","WADI JN.","1","07:55:00","08:00:00","547"
"21","11302","SDB","2890","2332","1774","1216","SHAHABAD","1","08:12:00","08:13:00","558"
"22","11302","GR","3020","2436","1852","1268","GULBARGA","1","08:42:00","08:45:00","584"
"23","11302","GUR","3155","2544","1933","1322","GANGAPUR ROA","1","09:11:00","09:12:00","611"
"24","11302","DUD","3270","2636","2002","1368","DUDHANI","1","09:34:00","09:35:00","634"
"25","11302","AKOR","3410","2748","2086","1424","AKALKOT ROAD","1","10:04:00","10:05:00","662"
"26","11302","SUR","3585","2888","2191","1494","SOLAPUR","1","11:10:00","11:20:00","697"
"27","11302","KWV","3980","3204","2428","1652","KURDUVADI JN","1","12:23:00","12:25:00","776"
"28","11302","DD","4525","3640","2755","1870","DAUND JN.","1","14:20:00","14:25:00","885"
"29","11302","URI","4770","3836","2902","1968","URULI","1","15:09:00","15:10:00","934"
"30","11302","PUNE","4910","3948","2986","2024","PUNE JN.","1","15:55:00","16:00:00","962"
"31","11302","LNL","5230","4204","3178","2152","LONAVLA","1","17:13:00","17:15:00","1026"
"32","11302","KYN","5605","4504","3403","2302","KALYAN JN","1","18:52:00","18:55:00","1101"
"33","11302","DR","5825","4680","3535","2390","DADAR","1","19:45:00","19:48:00","1145"
"34","11302","CSMT","5870","4716","3562","2408","CST-MUMBAI","1","20:15:00","00:00:00","1154"
"1","11303","HYB","100","100","100","100","HYDERABAD DE","1","23:10:00","23:10:00","0"
"2","11303","BMT","135","128","121","114","BEGAMPET","1","23:20:00","23:21:00","7"
"3","11303","SNF","155","144","133","122","SANAT NAGAR","1","23:27:00","23:28:00","11"
"4","11303","LPI","225","200","175","150","LINGAMPALLI","1","23:44:00","23:45:00","25"
"5","11303","SKP","330","284","238","192","SHANKARPALLI","1","00:04:00","00:05:00","46"
"6","11303","VKB","470","396","322","248","VIKRABAD JN.","1","00:30:00","00:32:00","74"
"7","11303","TDU","675","560","445","330","TANDUR","1","01:00:00","01:01:00","115"
"8","11303","NAW","765","632","499","366","NAWANDGI","1","01:24:00","01:25:00","133"
"9","11303","KQT","800","660","520","380","KURGUNTA","1","01:34:00","01:35:00","140"
"10","11303","SEM","845","696","547","398","SERAM","1","01:44:00","01:45:00","149"
"11","11303","MQR","905","744","583","422","MALKHAID ROA","1","01:54:00","01:55:00","161"
"12","11303","CT","955","784","613","442","CHITTAPUR","1","02:24:00","02:25:00","171"
"13","11303","NW","1045","856","667","478","NALWAR","1","03:01:00","03:02:00","189"
"14","11303","YG","1175","960","745","530","YADGIR","1","03:28:00","03:30:00","215"
"15","11303","SADP","1290","1052","814","576","SAIDAPUR","1","03:49:00","03:50:00","238"
"16","11303","KSN","1390","1132","874","616","KRISHNA","1","04:18:00","04:20:00","258"
"17","11303","RC","1515","1232","949","666","RAICHUR","1","04:48:00","04:50:00","283"
"18","11303","MALM","1655","1344","1033","722","MANTHRALAYAM","1","05:19:00","05:20:00","311"
"19","11303","KO","1720","1396","1072","748","KOSGI","1","05:29:00","05:30:00","324"
"20","11303","AD","1860","1508","1156","804","ADONI","1","05:58:00","06:00:00","352"
"21","11303","GTL","2120","1716","1312","908","GUNTAKAL JN.","1","07:25:00","07:30:00","404"
"22","11303","BAY","2370","1916","1462","1008","BELLARY JN.","1","08:50:00","08:55:00","454"
"23","11303","DAJ","2505","2024","1543","1062","DAROJI","1","09:19:00","09:20:00","481"
"24","11303","TNGL","2535","2048","1561","1074","TORANAGALLU","1","09:29:00","09:30:00","487"
"25","11303","HPT","2700","2180","1660","1140","HOSPET JN.","1","10:08:00","10:10:00","520"
"26","11303","KBL","2840","2292","1744","1196","KOPPAL","1","10:38:00","10:40:00","548"
"27","11303","GDG","3125","2520","1915","1310","GADAG JN.","1","11:38:00","11:45:00","605"
"28","11303","UBL","3415","2752","2089","1426","HUBLI JN.","1","13:40:00","13:45:00","663"
"29","11303","DWR","3520","2836","2152","1468","DHARWAD","1","14:05:00","14:10:00","684"
"30","11303","LWR","3705","2984","2263","1542","ALNAVAR JN.","1","14:49:00","14:50:00","721"
"31","11303","LD","3870","3116","2362","1608","LONDA JN.","1","15:38:00","15:40:00","754"
"32","11303","BGM","4125","3320","2515","1710","BELGAUM","1","17:03:00","17:05:00","805"
"33","11303","GPB","4415","3552","2689","1826","GHATPRABHA","1","18:28:00","18:30:00","863"
"34","11303","RBG","4560","3668","2776","1884","RAYBAG","1","18:59:00","19:00:00","892"
"35","11303","KUD","4645","3736","2827","1918","KUDACHI","1","19:19:00","19:20:00","909"
"36","11303","MRJ","4810","3868","2926","1984","MIRAJ JN.","1","20:35:00","20:50:00","942"
"37","11303","HTK","4945","3976","3007","2038","HATKANANGALE","1","21:19:00","21:20:00","969"
"38","11303","KOP","5045","4056","3067","2078","CHHATRAPATI","1","22:40:00","22:40:00","989"
"1","11304","KOP","100","100","100","100","CHHATRAPATI","1","07:35:00","07:35:00","0"
"2","11304","HTK","200","180","160","140","HATKANANGALE","1","07:54:00","07:55:00","20"
"3","11304","MRJ","335","288","241","194","MIRAJ JN.","1","08:45:00","09:15:00","47"
"4","11304","KUD","500","420","340","260","KUDACHI","1","09:30:00","09:32:00","80"
"5","11304","RBG","585","488","391","294","RAYBAG","1","09:47:00","09:48:00","97"
"6","11304","GPB","730","604","478","352","GHATPRABHA","1","10:21:00","10:22:00","126"
"7","11304","BGM","1020","836","652","468","BELGAUM","1","11:55:00","12:05:00","184"
"8","11304","LD","1275","1040","805","570","LONDA JN.","1","13:09:00","13:10:00","235"
"9","11304","LWR","1440","1172","904","636","ALNAVAR JN.","1","13:43:00","13:45:00","268"
"10","11304","DWR","1625","1320","1015","710","DHARWAD","1","14:55:00","15:00:00","305"
"11","11304","UBL","1725","1400","1075","750","HUBLI JN.","1","16:10:00","16:15:00","325"
"12","11304","GDG","2015","1632","1249","866","GADAG JN.","1","17:10:00","17:15:00","383"
"13","11304","KBL","2300","1860","1420","980","KOPPAL","1","18:15:00","18:17:00","440"
"14","11304","HPT","2440","1972","1504","1036","HOSPET JN.","1","18:58:00","19:00:00","468"
"15","11304","TNGL","2605","2104","1603","1102","TORANAGALLU","1","19:43:00","19:45:00","501"
"16","11304","DAJ","2635","2128","1621","1114","DAROJI","1","19:50:00","19:52:00","507"
"17","11304","BAY","2765","2232","1699","1166","BELLARY JN.","1","20:45:00","20:50:00","533"
"18","11304","GTL","3020","2436","1852","1268","GUNTAKAL JN.","1","21:35:00","21:50:00","584"
"19","11304","AD","3275","2640","2005","1370","ADONI","1","22:30:00","22:32:00","635"
"20","11304","KO","3415","2752","2089","1426","KOSGI","1","22:52:00","22:53:00","663"
"21","11304","MALM","3480","2804","2128","1452","MANTHRALAYAM","1","23:08:00","23:10:00","676"
"22","11304","RC","3620","2916","2212","1508","RAICHUR","1","23:38:00","23:40:00","704"
"23","11304","KSN","3750","3020","2290","1560","KRISHNA","1","00:01:00","00:02:00","730"
"24","11304","SADP","3850","3100","2350","1600","SAIDAPUR","1","00:21:00","00:22:00","750"
"25","11304","YG","3965","3192","2419","1646","YADGIR","1","00:38:00","00:40:00","773"
"26","11304","NW","4095","3296","2497","1698","NALWAR","1","01:43:00","01:45:00","799"
"27","11304","CT","4185","3368","2551","1734","CHITTAPUR","1","02:28:00","02:30:00","817"
"28","11304","MQR","4235","3408","2581","1754","MALKHAID ROA","1","02:38:00","02:40:00","827"
"29","11304","SEM","4295","3456","2617","1778","SERAM","1","02:50:00","02:52:00","839"
"30","11304","KQT","4335","3488","2641","1794","KURGUNTA","1","03:03:00","03:05:00","847"
"31","11304","NAW","4375","3520","2665","1810","NAWANDGI","1","03:12:00","03:14:00","855"
"32","11304","TDU","4460","3588","2716","1844","TANDUR","1","03:29:00","03:30:00","872"
"33","11304","VKB","4670","3756","2842","1928","VIKRABAD JN.","1","04:18:00","04:20:00","914"
"34","11304","SKP","4810","3868","2926","1984","SHANKARPALLI","1","04:39:00","04:40:00","942"
"35","11304","LPI","4915","3952","2989","2026","LINGAMPALLI","1","04:59:00","05:00:00","963"
"36","11304","SNF","4985","4008","3031","2054","SANAT NAGAR","1","05:19:00","05:20:00","977"
"37","11304","BMT","5005","4024","3043","2062","BEGAMPET","1","05:30:00","05:31:00","981"
"38","11304","HYB","5035","4048","3061","2074","HYDERABAD DE","1","06:45:00","06:45:00","987"
"1","11307","GR","100","100","100","100","GULBARGA","1","10:15:00","10:15:00","0"
"2","11307","SDB","230","204","178","152","SHAHABAD","1","10:36:00","10:37:00","26"
"3","11307","WADI","280","244","208","172","WADI JN.","1","10:55:00","11:00:00","36"
"4","11307","TDU","630","524","418","312","TANDUR","1","11:54:00","11:55:00","106"
"5","11307","VKB","840","692","544","396","VIKRABAD JN.","1","12:34:00","12:35:00","148"
"6","11307","LPI","1085","888","691","494","LINGAMPALLI","1","13:24:00","13:25:00","197"
"7","11307","HYB","1205","984","763","542","HYDERABAD DE","1","14:50:00","14:50:00","221"
"1","11308","HYB","100","100","100","100","HYDERABAD DE","1","16:00:00","16:00:00","0"
"2","11308","LPI","225","200","175","150","LINGAMPALLI","1","16:39:00","16:40:00","25"
"3","11308","VKB","470","396","322","248","VIKRABAD JN.","1","17:24:00","17:25:00","74"
"4","11308","TDU","675","560","445","330","TANDUR","1","18:00:00","18:01:00","115"
"5","11308","WADI","1030","844","658","472","WADI JN.","1","20:00:00","20:10:00","186"
"6","11308","SDB","1080","884","688","492","SHAHABAD","1","20:22:00","20:23:00","196"
"7","11308","GR","1215","992","769","546","GULBARGA","1","21:00:00","21:00:00","223"
"1","11309","SUR","100","100","100","100","SOLAPUR","1","06:00:00","06:00:00","0"
"2","11309","MO","265","232","199","166","MOHOL","1","06:27:00","06:29:00","33"
"3","11309","MA","410","348","286","224","MADHA","1","06:54:00","06:56:00","62"
"4","11309","KWV","490","412","334","256","KURDUVADI JN","1","07:55:00","08:00:00","78"
"5","11309","MLB","600","500","400","300","MODLIMB","1","08:20:00","08:22:00","100"
"6","11309","PVR","755","624","493","362","PANDHARPUR","1","08:55:00","09:05:00","131"
"7","11309","SGLA","900","740","580","420","SANGOLA","1","09:30:00","09:32:00","160"
"8","11309","MSDG","1005","824","643","462","MHASOBA DONG","1","09:52:00","09:53:00","181"
"9","11309","JTRD","1040","852","664","476","JATH ROAD","1","10:00:00","10:01:00","188"
"10","11309","DLGN","1130","924","718","512","DHALGAON","1","10:20:00","10:22:00","206"
"11","11309","KVK","1210","988","766","544","KAVATHE MAHA","1","10:38:00","10:40:00","222"
"12","11309","SGRE","1265","1032","799","566","SALGARE","1","10:51:00","10:52:00","233"
"13","11309","ARAG","1350","1100","850","600","ARAG","1","11:10:00","11:11:00","250"
"14","11309","MRJ","1435","1168","901","634","MIRAJ JN.","1","12:05:00","12:05:00","267"
"1","11310","MRJ","100","100","100","100","MIRAJ JN.","1","15:25:00","15:25:00","0"
"2","11310","ARAG","185","168","151","134","ARAG","1","15:44:00","15:45:00","17"
"3","11310","SGRE","265","232","199","166","SALGARE","1","16:03:00","16:04:00","33"
"4","11310","KVK","325","280","235","190","KAVATHE MAHA","1","16:14:00","16:16:00","45"
"5","11310","DLGN","405","344","283","222","DHALGAON","1","16:40:00","16:42:00","61"
"6","11310","JTRD","495","416","337","258","JATH ROAD","1","16:59:00","17:00:00","79"
"7","11310","MSDG","530","444","358","272","MHASOBA DONG","1","17:07:00","17:08:00","86"
"8","11310","SGLA","635","528","421","314","SANGOLA","1","17:20:00","17:22:00","107"
